,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,소재,재질,팔걸이,등받이,종류,인테리어
256,335,184634,"레이디와이 폴딩 체어, 투명",59890,4355870376,True,0,5.0,10.0,False,레이디와이,0,10.0,NULL,투명,기타,NULL,NULL,등받이있음,NULL,NULL
257,336,184634,"라라홈 허니 패브릭 수납 원형 스툴 화장대 보조의자, 옐로우그린",29900,4629504638,False,0,4.5,16.0,False,,0,16.0,NULL,NULL,패브릭,NULL,NULL,NULL,NULL,NULL
258,337,184634,"원형 고무나무 원목 우드스툴 화분받침대 인테리어 의자 완제품, 사이즈(높이)-25cm",15500,2245372686,False,0,4.5,18.0,False,,0,18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
259,338,184634,"와이디 접이식 보조 간이 의자, 04.로얄접의자(YW1004)",17200,77926493,False,0,4.5,38.0,False,와이디,착불배송,20.0,NULL,브라운,NULL,NULL,NULL,등받이있음,NULL,NULL
260,339,184634,"오에이데스크 심플사각 원목스툴 OD113, 그레이",13600,88514461,True,39,4.5,143.0,False,,0,75.0,NULL,NULL,패브릭,NULL,NULL,등받이없음,스툴/화장대의자,NULL
261,341,184634,"에이블루 쇼파등받이 의자 커블체어 바른자세교정의자, 아이보리 그레이",43990,1099058397,False,0,4.5,19.0,False,에이블루,0,19.0,NULL,NULL,NULL,NULL,팔걸이없음,NULL,자세교정형,NULL
262,343,184634,"블루밍홈 렉스 안락의자 + 헤드 쿠션, 베이지",178000,208014300,False,0,4.5,53.0,False,블루밍홈,0,37.0,NULL,베이지,NULL,원목,NULL,NULL,안락의자,내추럴
263,345,184634,"더준 원목 화장대의자 의자, 베이지",18600,1096163220,False,5,4.5,106.0,False,더준,0,90.0,NULL,NULL,패브릭,NULL,NULL,등받이없음,스툴/화장대의자,NULL
264,346,184634,"빛디자인가구 파스타 가죽 원목 화장대스툴의자 스툴, 2.내추럴",38000,155753144,False,30,4.5,12.0,False,,0,6.0,37x37x47,내추럴,NULL,원목,NULL,NULL,NULL,NULL
265,347,184634,"야다 간이 보조 플라스틱의자(안락의자-색상랜덤), 안락의자(색상랜덤)",5800,80252272,False,0,4.5,53.0,False,야다,"2,600",15.0,NULL,NULL,플라스틱,NULL,NULL,등받이있음,NULL,NULL
266,349,184634,"[에코DIY] 원목 원형벤딩스툴, 화이트",15900,1611566,True,14,4.5,56.0,False,,0,18.0,390 x 390 x 440 mm,화이트,우드,원목,NULL,NULL,보조의자/스툴,NULL
267,350,184634,"MOA 드럼통의자 (1+1제품) 깡통의자, 블랙",37000,59133435,False,0,4.5,94.0,False,,0,19.0,380Ø,블랙,NULL,철 인조가죽,NULL,NULL,NULL,NULL
268,351,184634,"하늬통상 접이식 패브릭 수납 스툴 중형, 라이트그레이컬러",27500,3933714,True,4,4.5,204.0,False,하늬통상,0,54.0,중형,그레이,NULL,패브릭,NULL,NULL,NULL,NULL
269,352,184634,"리에또 포유모던 1인용 유아쇼파, 모던크림",144000,252175200,False,0,4.5,21.0,False,리에또,0,15.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,기타,키즈/캐릭터
270,353,184634,"듀오백 DK 922 패브릭 좌식의자 폴딩형, 그레이",59000,203130575,False,20,4.5,22.0,False,듀오백,0,16.0,NULL,NULL,NULL,패브릭,팔걸이없음,NULL,NULL,NULL
271,354,184634,"라미아까사 오토만 스툴 벤치형, 애쉬그레이",18310,1182786631,True,5,4.5,38.0,False,,0,37.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
272,356,184634,"에보니아 민트 접이식 원목의자, 그레이",80000,207099808,True,8,4.5,283.0,False,에보니아,0,146.0,NULL,NULL,패브릭,NULL,NULL,등받이있음,접이식의자,NULL
273,357,184634,"리에또 포유 1인용 유아쇼파, 토리",76540,252175258,True,27,5.0,136.0,False,리에또,0,101.0,NULL,NULL,NULL,NULL,NULL,NULL,기타,키즈/캐릭터
274,359,184634,"베스트리빙 캘빈 2인용 벤치, 내츄럴 + 아이보리",36010,29794340,True,2,4.0,703.0,False,베스트리빙,0,188.0,950 x 350 x 460 mm,베이지,인조/천연가죽,원목,NULL,NULL,벤치형의자,NULL
275,360,184634,"비욘드퍼니싱 HUDSON 원목 스툴, 혼합색상",8770,1465342662,True,10,4.0,23.0,False,,0,21.0,NULL,베이지,우드,NULL,NULL,등받이없음,NULL,NULL
276,362,184634,"체어센스 패브릭쿠션5단 좌식의자, 패브릭 쿠션 5단 좌식의자 그레이",29900,107791515,False,0,4.5,121.0,False,,0,63.0,NULL,NULL,패브릭,NULL,NULL,NULL,좌식의자,모던/심플
277,363,184634,"시디즈 몰티 하이체어형 아기의자 + 이유식 세트, 샌디 베이지",299000,1747805824,True,3,5.0,44.0,False,시디즈,0,44.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
278,366,184634,"에이블루 커블체어 와이더, 레드",40000,5347751957,False,0,,,False,에이블루,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
279,368,184634,"베스트체어 의자부속 중심 압축봉 A형 170, 블랙 + 실버",10500,2341046593,True,12,5.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
280,369,184634,"접이식 폴딩의자 - 아코디언의자-접이식의자 폴딩체어 여행용의자 캠핑의자 낚시의자 간이의자 의자, 1개, 빨간색",15400,2136500857,False,7,4.0,13.0,False,,0,13.0,NULL,레드,플라스틱,NULL,NULL,등받이없음,NULL,NULL
281,370,184634,"이리아 북유럽 골드 화장대의자 스툴, 그레이",28800,4928046013,False,0,4.5,18.0,False,,0,18.0,NULL,NULL,패브릭,NULL,팔걸이없음,등받이없음,스툴/화장대의자,NULL
282,371,184634,"[와이디] 플랫 장의자, 블랙(YWC2054-BK)",36800,86905703,False,0,4.5,55.0,False,,착불배송,15.0,NULL,NULL,인조/천연가죽,NULL,NULL,등받이없음,사무용의자,모던/심플
283,373,184634,"폴더블몰 딥쿠션 접이식 수납 스툴, 라이트그레이",24800,1233458813,False,14,5.0,115.0,False,,0,83.0,NULL,그레이,패브릭,NULL,NULL,등받이없음,NULL,NULL
284,374,184634,"오에이데스크 접이식의자 인테리어 의자, 블랙",7900,9049682,False,0,4.0,27.0,False,,0,3.0,NULL,블랙,컨텐츠참조,철제,NULL,NULL,보조의자/스툴,NULL
285,375,184634,"북유럽 인테리어 스툴 의자 협탁 간이의자 인테리어의자, 베이지",13900,2051119096,False,53,4.5,41.0,False,,0,41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
286,376,184634,"야마토야 뉴마터나 플러스 아펠 겸용 쿠션 시트, 단델리온",18510,193678442,True,33,4.5,35.0,False,야마토야,0,22.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,378,184634,"릴렉스 접이식 의자 A형, 다크그레이",55100,1520116386,True,8,4.5,48.0,False,,0,48.0,NULL,NULL,패브릭,NULL,NULL,등받이있음,접이식의자,NULL
288,379,184634,"매직체어 원터치 접이식 테이블 의자, 블랙",11170,2570985,True,19,4.5,638.0,False,,0,93.0,300 x 210 x 390mm,블랙,NULL,NCPP,NULL,NULL,NULL,모던/심플
289,381,184634,"에코DIY 원목 수납스툴, 내츄럴",19900,1611558,True,17,4.5,204.0,False,,0,59.0,NULL,베이지,NULL,원목,NULL,NULL,NULL,내추럴
290,383,184634,"룸앤홈 휘게 체어 일체형 의자, 베이지",50900,4742138678,True,9,5.0,3.0,False,룸앤홈,0,3.0,NULL,베이지,NULL,NULL,팔걸이없음,등받이있음,식탁의자,모던/심플
291,386,184634,"일룸 버니아코 유아 소파, 핑크",94050,25922114,True,5,5.0,127.0,False,일룸,0,35.0,NULL,NULL,NULL,PU (폴리우레탄),NULL,NULL,NULL,NULL
292,387,184634,"마켓비 BENWOOD 레그레스트 흔들의자 YC10A 내추럴, 라이트그레이",103500,1500423316,False,17,4.0,19.0,False,마켓비,0,18.0,NULL,그레이,기타,NULL,팔걸이있음,등받이있음,NULL,NULL
293,389,184634,"무중력의자 국내유일 정품KPP2000+선반 캠핑의자, 실버블랙",59900,214182899,False,33,4.0,17.0,False,무중력의자,0,5.0,NULL,블랙,NULL,NULL,NULL,등받이있음,NULL,NULL
294,390,184634,"인테리어 디자인 원형의자 (리퍼특가), 그레이",19900,4388370069,False,46,5.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,391,184634,"블루밍홈 엠보싱좌식의자, 베이지",24400,884521,False,34,4.5,706.0,False,블루밍홈,0,97.0,NULL,베이지,인조/천연가죽,인조가죽,NULL,NULL,NULL,NULL
296,392,184634,"한솔 라별 누눅 휴대용 발디딤대 접이식 의자 M, 그린",9900,2171907290,True,0,4.0,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,393,184634,"플라팜 애플 유아 좌식의자, 옐로우",10120,27718158,True,21,4.0,56.0,False,플라팜,0,23.0,28.5 x 30 x 30 cm,옐로우,플라스틱,PP,NULL,NULL,아동용의자,NULL
298,394,184634,"아르브 슈퍼플러스 아기의자 + 트레이 세트, 라이트그레이(아기의자), 오트밀(트레이)",50440,4758936501,False,3,4.5,3.0,False,아르브,0,3.0,NULL,베이지,NULL,NULL,NULL,NULL,NULL,NULL
299,395,184634,"시크 스마트 스윙 바운서 겸용 유아식탁의자, 베이지",290000,62471877,True,2,4.5,126.0,False,시크,0,20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300,396,184634,"이케아 베크벰 다용도 스텝 스툴 2단 의자 원목 미니 계단 가정용 주방용 베란다 인테리어, 스텝스툴 사시나무 원목 (502.255.92)",21700,2275313022,False,0,5.0,12.0,False,,착불배송,12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301,397,184634,"THEJOA 라이트골드스툴 인테리어 의자, 라이트골드스툴-핑크",28900,208324193,False,46,4.5,65.0,False,,착불배송,43.0,W360xSH125xH455,핑크,NULL,철제,NULL,NULL,NULL,NULL
302,398,184634,"나인홈 스파크 의자 튼튼한 플라스틱의자 카페 학원, 스파크의자_화이트(WWC2032-WH)",9990,47708330,False,0,3.5,6.0,False,,착불배송,4.0,NULL,화이트,철제,NULL,NULL,NULL,NULL,NULL
303,399,184634,모노먼트 조립식 사각 원목 바스툴,20790,9551213,True,9,4.5,289.0,False,모노먼트,0,68.0,중형(38 x 38 x 60 cm),베이지,NULL,원목,NULL,NULL,NULL,NULL
304,401,184634,"수납스툴 벤치 대, 1개",12750,2022284059,True,0,5.0,12.0,False,,0,12.0,NULL,NULL,패브릭,NULL,NULL,NULL,NULL,NULL
305,403,184634,"버드시아 쿠션 아기 점보의자 + 식판 세트, 그레이",44860,2287366253,True,2,4.5,22.0,False,버드시아,0,22.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,404,184634,"박사몰 젤리 체어 의자 인테리어 집 에펠 홈 학생 책상 카페, 그레이",19900,157296626,False,0,4.5,118.0,False,,0,76.0,NULL,그레이,플라스틱,NULL,팔걸이없음,등받이있음,NULL,NULL
307,405,184634,"보니타 대형 빈백 파우치 에어메쉬 의자 P202, 오렌지",74800,26976996,True,7,4.0,255.0,False,보니타,0,99.0,900 x 1200 x 800 mm,오렌지,NULL,에어메쉬,NULL,NULL,NULL,NULL
308,406,184634,"야마토야 뉴스쿠스쿠 플러스 가드 식탁의자, 내츄럴",165600,98490596,True,24,4.5,41.0,False,야마토야,0,21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309,407,184634,데이퍼니처 에바300 회전원형스툴 원목화장대의자,29000,2281454239,False,0,4.0,6.0,False,,0,6.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
310,408,184634,"[텐바이텐] 에시앙 점보의자 전용 플레이 앙쥬 리드줄_(566781), 앙쥬 리드줄 160CM",5000,163725304,False,0,4.5,15.0,False,텐바이텐,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,409,184634,"[삼익가구]파트라 원형 원목 수납 스툴 화장대 의자, 라이트그레이",19900,1982995435,False,60,5.0,26.0,False,삼익가구,착불배송,26.0,NULL,그레이,패브릭,NULL,NULL,등받이없음,NULL,NULL
312,410,184634,"공간웰리빙 팔걸이 비치 플라스틱의자 보조 간이 야외, 팔걸이A형 블루",10980,172086805,False,0,4.5,47.0,False,,"10,000",28.0,NULL,블루,플라스틱,NULL,NULL,등받이있음,야외/캠핑용의자,NULL
313,411,184634,"아하오호 [발착륙]O 아기식탁의자 발판, 화이트",18750,1833648484,False,25,5.0,10.0,False,,"2,500",10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
314,412,184634,"V/Y_:플라스틱 웰빙의자 행사용 편의점 파라솔 식당 음식점의자 : FL466A90+ATC, (F/L) 파랑",31730,47059911,False,0,4.5,258.0,False,,"2,500",72.0,NULL,블루,플라스틱,NULL,NULL,등받이있음,야외/캠핑용의자,NULL
315,413,184634,"리빙스토리 비비체어 식탁의자 인테리어의자, 비비체어_다크브라운",29800,246647777,False,0,4.0,101.0,False,,0,45.0,NULL,브라운,NULL,패브릭,NULL,NULL,NULL,모던/심플
316,414,184634,우공토 에어롤렉스 전용 안마의자,48980,1569440939,True,0,4.5,21.0,False,우공토,0,21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,415,184634,"가볍고 튼튼한 이케아 스툴 의자, 화이트",9900,1977890722,False,0,3.5,8.0,False,이케아,착불배송,8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
318,417,184634,"알집매트 알집 꾸러기 유아소파, 그레이",80100,1407225952,True,13,5.0,55.0,False,알집매트,0,45.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,기타,키즈/캐릭터
319,418,184634,"아이린 전시다이 인테리어소품 촬영소품 화이트사각 스툴, 화이트전시다이 400*400*600",69000,1180208421,False,0,5.0,13.0,False,아이린,0,9.0,NULL,화이트,NULL,합성목재,NULL,NULL,NULL,모던/심플
320,419,184634,"시디즈 링고 싯브레이크캐스터 ::시디즈 링고 바퀴 S209V, 그레이 S209V SG",14500,4327385641,False,9,5.0,5.0,False,시디즈,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
321,420,184634,"에스파스 플라스틱 회전 간이의자 4p, 레드",28900,1744822156,True,0,5.0,7.0,False,,0,7.0,NULL,레드,플라스틱,NULL,NULL,등받이있음,NULL,NULL
322,421,184634,"오에이데스크 레인보우PP 의자 2p, 블랙",26000,179229603,True,41,4.5,15.0,False,,0,7.0,NULL,블랙,기타,NULL,NULL,등받이있음,사무/학생용의자,NULL
323,422,184634,"아가드 마시멜로 목받침 베이비 소프트의자, 그레이스프링",19900,4354729543,True,0,4.0,13.0,False,아가드,0,13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
324,423,184634,"순수국산 플라스틱 보조의자 4개/야외용 간이의자 편의점 파라솔의자 사각 투톤원형, 원형 아이보리-옐로우 4개",24000,2250435610,False,0,4.5,11.0,False,,0,11.0,NULL,화이트,플라스틱,NULL,NULL,등받이없음,야외/캠핑용의자,NULL
325,424,184634,"라로퍼니처 로렌 아카시아 원목 식탁의자 카페의자 인테리어의자, 단품",55900,241192850,False,44,4.0,34.0,False,,착불배송,34.0,NULL,NULL,우드,NULL,NULL,등받이있음,식탁의자,NULL
326,426,184634,"JNC 바른 엔젤 체어2 블랙 레드 민트 핑크, 엔젤체어2(블랙)",44000,4569752554,False,10,5.0,31.0,False,JNC,0,31.0,NULL,NULL,NULL,NULL,팔걸이없음,등받이있음,자세교정형,NULL
327,427,184634,"덩키 이동식 수납 스툴(A형), 화이트",40800,90821796,False,0,4.5,183.0,False,엘레아,0,37.0,가로(W)320x세로(D)320x높이(H)450(mm),화이트,NULL,합성목재,NULL,NULL,NULL,NULL
328,428,184634,"체어포커스 듀얼폴더 DF-925 접이식 좌식의자 인조가죽, 블랙",25730,14627944,True,48,4.0,321.0,False,체어포커스,0,52.0,NULL,블랙,NULL,인조가죽,NULL,NULL,NULL,NULL
329,429,184634,"감성 다용도 스툴수납의자 에스파스 수납의자 수납스툴의자 등받이의자 화장대의자 깡통의자 드럼통의자 스툴의자 보조의자 플라스틱의자 인테리어 의자, 2.수납의자_블랙(블랙쿠션)",27000,1771851184,False,27,5.0,4.0,False,,0,4.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
330,430,184634,"베스트리빙 쉐라톤 원목 실내벤치, 엔틱",110000,29794385,True,0,4.5,214.0,False,베스트리빙,0,52.0,1200 x 370 x 440 mm,브라운,NULL,원목,NULL,NULL,벤치형의자,클래식/엔틱
331,431,184634,"폴리몰리 기본속커버 177925 빈백 607C, 파인그린",542900,4325918442,False,0,4.5,46.0,False,폴리몰리,0,32.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
332,432,184634,"2019무중력의자 [사각프레임 내하체중 150KG170도 리클라이너 무중력의자+선반+커버] 캠핑의자, 590S실버시리즈",59900,101848533,False,0,4.5,66.0,False,,0,35.0,NULL,블랙,NULL,NULL,NULL,등받이있음,리클라이너,모던/심플
333,433,184634,"보니타 대형빈백 파우치 스웨이드 P202, 네이비",83500,28755540,True,0,4.0,239.0,False,보니타,0,83.0,900 x 1200 x 800 mm,네이비,NULL,패브릭,NULL,NULL,NULL,NULL
334,434,184634,이케아 BEKVAM 스텝 스툴 502.255.92,17850,3886012,False,0,4.0,189.0,False,이케아,착불배송,48.0,폭:45cm 깊이:39cm 높이:50cm,베이지,원목,원목,NULL,NULL,보조의자/스툴,NULL
335,437,184634,"노아가구 레나 체어 2p, 화이트",68900,186570191,True,2,3.5,12.0,False,노아가구,0,5.0,NULL,화이트,기타,NULL,NULL,등받이있음,식탁의자,NULL
336,439,184634,"올라스툴 접이식 발판, 체리핑크",8800,4660692110,True,0,4.5,9.0,False,,0,9.0,NULL,핑크,NULL,NULL,팔걸이없음,등받이없음,NULL,모던/심플
337,441,184634,"루카스 인테리어 쿠션 화장대 스툴 32 x 32 x 35 cm, 화이트",21900,1639633642,True,0,3.5,3.0,False,,0,5.0,NULL,화이트,인조/천연가죽,NULL,NULL,등받이없음,NULL,NULL
338,443,184634,"아가드 유아 식탁 하이 체어 시트, 오팔그레이",29750,1734561476,True,2,5.0,18.0,False,아가드,0,18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,444,184634,"몽돌 에펠체어 2p 세트, 다크그레이",34010,146708469,False,38,4.5,245.0,False,,0,87.0,41 x 41 x 82 cm,그레이,NULL,PP,NULL,NULL,NULL,NULL
340,445,184634,"이케아 아기 식탁의자 안틸로프 하이체어, 58cm x 62cm x 90cm",24900,1744887385,False,0,4.5,6.0,False,이케아,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
341,446,184634,"블루밍홈 루니 스툴 60, 라이트그레이",49000,213823330,True,0,4.5,66.0,False,블루밍홈,0,47.0,NULL,그레이,패브릭,NULL,NULL,등받이없음,스툴/화장대의자,NULL
342,447,184634,"위드퍼니처 아르세 브로몰딩 접이식 의자, 브라운",31000,1786905253,True,0,4.0,12.0,False,,0,12.0,NULL,NULL,기타,NULL,NULL,등받이있음,야외/캠핑용의자,NULL
343,448,184634,"공간웰리빙 팔걸이 비치 플라스틱의자 보조 간이 야외, 팔걸이A형 그레이",10980,1601932551,False,0,4.5,15.0,False,,"10,000",15.0,NULL,그레이,플라스틱,NULL,NULL,등받이있음,야외/캠핑용의자,NULL
344,450,184634,"오에이데스크 사각 원목 스툴벤치 820, 그레이(OD182)",26200,202239677,True,37,4.0,69.0,False,,0,48.0,NULL,NULL,패브릭,NULL,NULL,등받이없음,스툴/화장대의자,NULL
345,451,184634,"체어프리 DIY 루그멘 의자, 웬지블랙",26020,1982960,True,0,4.5,282.0,False,,0,19.0,400 x 300 x 420 mm,블랙,NULL,원목,NULL,NULL,NULL,내추럴
346,452,184634,"도리퍼니처 엠보스타킹 철제의자 /가죽 카페 인테리어의자, 아이보리",31900,29145165,False,0,4.5,17.0,False,도리퍼니처,0,10.0,NULL,아이보리,NULL,철제,팔걸이없음,NULL,NULL,NULL
347,453,184634,"지퍼니처 캡틴 플라스틱의자, 04_화이트, 1p",6900,4703447,False,0,5.0,137.0,False,지퍼니처,"2,500",30.0,NULL,화이트,플라스틱,플라스틱,NULL,NULL,NULL,NULL
348,454,184634,"molle 휴대용 간편 접이식 의자 L, 민트",6630,4916414902,True,40,4.5,4.0,False,,0,4.0,NULL,그린,플라스틱,NULL,팔걸이없음,등받이없음,NULL,북유럽
349,455,184634,"오피스엔홈 와플 환의자 스툴, 브라운",24100,1800635228,False,0,4.0,106.0,False,,0,72.0,NULL,브라운,인조/천연가죽,NULL,NULL,등받이없음,NULL,NULL
350,457,184634,"라로퍼니처 발렌시 원목 식탁의자 참죽나무 실링가우드 카페의자 인테리어의자, 단품",83900,258827291,False,44,5.0,21.0,False,,착불배송,20.0,NULL,NULL,우드,NULL,NULL,등받이있음,식탁의자,NULL
351,458,184634,"가구마을 드럼통 의자, 레드",15000,2176736,False,0,4.5,141.0,False,,착불배송,17.0,NULL,레드,NULL,NULL,팔걸이없음,등받이없음,NULL,빈티지
352,459,184634,"두꺼운 방석의 원형의자 간이의자 진찰용의자 환의자 병원의자 빵의자 보조의자 회전의자 카운터의자, 보조360",25500,74419511,False,44,4.0,32.0,False,,착불배송,12.0,NULL,NULL,NULL,NULL,팔걸이없음,등받이없음,NULL,모던/심플
353,460,184634,해피월드 가든 원형 의자,10400,3688177,False,0,4.5,642.0,False,,0,171.0,25 x 23 cm,베이지,NULL,원목,NULL,NULL,NULL,NULL
354,461,184634,"오피스엔홈 엠보 벤치, 블랙",39800,1821452952,True,0,4.5,97.0,False,,0,89.0,NULL,블랙,인조/천연가죽,NULL,NULL,등받이없음,벤치형의자,모던/심플
355,462,184634,"앉은뱅이의자(등받이) 네일아트 바퀴달린 낮은의자 바퀴의자 청소의자 작업의자 스툴, 앉은뱅이(등받이)-블랙",25000,5107352423,False,0,4.5,132.0,False,,"2,500",19.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,464,184634,그네 흔들그네 해먹 가정 실내그네 의자 정원 야외캠핑용품,25600,71267095,False,0,4.5,14.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,모던/심플
357,465,184634,"오에이데스크 아트 체어, 머스타드",33000,148160873,True,26,4.5,233.0,False,,0,87.0,NULL,옐로우,NULL,NULL,팔걸이있음,NULL,사무/학생용의자,북유럽
358,467,184634,대한 E 기모 28 의자 팔걸이쿠션 좌 + 우 세트,18700,4972431050,True,0,4.5,3.0,False,대한,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
359,470,184634,"에이플랜체어 [에이플랜체어]D3 접이식 좌식의자(DE330), 블랙",19900,1218292439,False,39,4.5,230.0,False,,0,196.0,NULL,NULL,매쉬,NULL,팔걸이없음,NULL,좌식의자,NULL
360,471,184634,"플라팜 텃밭화분 화분 전용 바퀴, 블랙",2000,73874087,False,0,4.0,25.0,False,플라팜,0,18.0,NULL,블랙,NULL,PP,NULL,NULL,NULL,NULL
361,472,184634,"원목 접이식 미니의자 (화분받침대 나무스툴 낚시의자 화분선반 진열대 거치대 장식의자), 사각",10500,1825870292,False,0,5.0,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
362,473,184634,"무중력느낌 접이식의자 1인용 리클라이너 의자 눕는의자 독서의자 캠핑의자, 데일리리클라이너의자_브라운",38000,1800690628,False,0,5.0,4.0,False,,"2,500",4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
363,475,184634,"국산 플라스틱 의자, A.대왕사각의자[1호/그린]",1900,70139779,False,0,4.0,29.0,False,,"2,500",11.0,NULL,그린,기타,플라스틱,NULL,NULL,야외/캠핑용의자,NULL
364,477,184634,"가구앤하우스 에코 편의점 인테리어 업소용 플라스틱 카페 식당 대기실 테이블 식탁 의자 (5colours), 에코 체어(그린)",17000,5239656959,False,86,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,등받이있음,식탁의자,북유럽
365,478,184634,"이쯔 코코 1인용 유아소파, 핑크",53410,1141712,True,0,4.5,215.0,False,이쯔,0,55.0,NULL,핑크,NULL,PU (폴리우레탄),NULL,NULL,NULL,키즈/캐릭터
366,479,184634,"THEJOA 엠보좌식 등받이의자, 아이보리",19900,30270746,True,0,4.0,115.0,True,,,58.0,"W400,D440,H450",NULL,NULL,인조가죽,팔걸이없음,NULL,NULL,NULL
367,481,184634,"유로 40번 야외 라탄 의자 카페 정원 테라스, 네추럴",27900,2176242867,False,28,4.5,3.0,False,위드퍼니처,0,3.0,NULL,베이지,라탄,NULL,NULL,등받이있음,야외/캠핑용의자,NULL
368,482,184634,"블루밍홈 노블레스 슈프림 좌식의자, 아이보리",90600,307213809,True,0,4.0,69.0,False,블루밍홈,0,39.0,NULL,NULL,인조/천연가죽,NULL,팔걸이없음,NULL,좌식의자,NULL
369,484,184634,"파로마 아그네스 원목도장 원형다리 의자, 크림화이트",29300,266237402,True,3,4.0,86.0,False,파로마,0,66.0,370 x 370 x 430 (mm)),화이트,인조/천연가죽,NULL,NULL,NULL,스툴/화장대의자,NULL
370,486,184634,"오에이데스크 심플원형 원목스툴 OD111, 그레이",12240,88514422,True,41,4.5,16.0,False,,0,11.0,NULL,NULL,패브릭,NULL,팔걸이없음,NULL,스툴/화장대의자,NULL
371,487,184634,"룸앤홈 아이디 바 스툴, 베이지",34890,18446785,True,30,4.5,144.0,False,룸앤홈,0,18.0,310 x 260 x 580mm,브라운,NULL,원목,NULL,NULL,NULL,NULL
372,490,184634,"체어클럽 듀얼좌식의자 팔걸이형 인조가죽 G110, 블랙",27750,4908166,True,52,4.0,782.0,False,체어클럽,0,80.0,58 x 58 x 69~76 cm,블랙,NULL,인조가죽,NULL,NULL,NULL,NULL
373,491,184634,"4203 SL겔러리 스툴 보조의자 화장대의자 간이의자 인테리어의자 원목의자 엔틱 빈티지 디자인 신라목재 다양한색상 아이보리 초코 브라운 블랙 화이트, 42]플라워-화이트",47000,1357677097,False,0,4.5,55.0,False,,0,46.0,NULL,화이트,패브릭,NULL,팔걸이없음,NULL,스툴/화장대의자,NULL
374,493,184634,"칠나무 베이비 프리미엄 쇼파 의자 1인용 캐릭터 PU소파 아동 토끼의자 BDD0921-2, 핑크",37920,2148605832,False,32,5.0,9.0,False,,0,9.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,기타,키즈/캐릭터
375,494,184634,"룸앤홈 사각파스텔접이스툴, 그레이",13760,133734042,True,53,4.0,75.0,False,룸앤홈,0,16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
376,495,184634,"오에이데스크 사각 의자 M 2p, 블랙",27660,179229615,True,38,4.5,58.0,False,,0,38.0,NULL,블랙,기타,NULL,NULL,등받이있음,접이식의자,NULL
377,496,184634,"[당일발송/해외구매대행X] 접이식 의자 스툴 올스틸 고강도 내구성 휴대용 야외 캠핑의자 연주용의자, 접이식의자(블랙)",18800,56713556,False,0,5.0,14.0,False,,"2,500",7.0,NULL,NULL,인조/천연가죽,NULL,팔걸이없음,등받이없음,스툴/화장대의자,NULL
378,497,184634,"베스트체어 의자부속 중심 압축봉 B형 180-37, 블랙 + 실버",10500,2341046751,True,12,5.0,7.0,False,,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
379,498,184634,"구스퍼니처 유로하트 유아 식탁의자, 네츄럴",49900,3015178,False,0,4.5,128.0,False,,0,17.0,NULL,NULL,NULL,원목,NULL,NULL,NULL,NULL
