,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,소재,인테리어,방식,각도조절
488,585,184624,"1인용안락의자 콩의자 무중력의자 릴렉스체어 1인용리클라이너 좌식의자 게으른소파 콩소파 마약쇼파 자취방인테리어 1인가구 집순이, 얼룩말 패턴 -EPP 충전-부드러운 몰려, 선",101500,2245028619,False,61,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,586,184624,"편안한 콩주머니 쇼파 수면 안락의자 스트레스리스 1인용 리클라이너 푹신한 소파, M",154500,5337613433,False,51,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,587,184624,"리클라이너의자 접이식 인테리어 프로그램 의자 작업대 선반 이동 현장 사다리 목공, T21- 더블버팀대 쌍줄 각관 140*40cm-M68",47300,5549177866,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491,588,184624,"리클라이너의자 휴대 원목 등받이 접이식의자 휴대용 산동 붉은박달나무 팔걸이나무의자 가정용 노인선물 선물, T12-마호가니 팔걸이나무의자",227200,4394899079,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
492,589,184624,"리클라이닝 의자 보스 진짜 가죽 사무실 Reclining, 02",3007100,5223187108,False,17,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,590,184624,"DIPYLON 미용소파 풋테이크 족욕장 사우나 네일 마사지 침대 소파 티캐리어 대리석 테이블, 화이트 2호 티 테이블(90x35x60)",228800,5585037050,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,591,184624,"1인용 리클라이너 각도조절 탈부착 스핀오프 겸용 소파캐주얼 싱글컴퓨터 의자 거실 다다미호, 11 보청색",261280,5216849607,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,592,184624,"리클라이너의자 접이식침대 싱글 가정용 심플침대, T20-업그레이드 큰침대 면(와이드발판 75CM+사각파",55400,5485705466,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,593,184624,"리클라이너의자 접이식의자 야외휴대용 휴대 스툴 등받이 낚시의자 미술학생 사생그림그리기 비치, T05-밀리터리 강화형 스몰타입(수납파우치)",27000,5576300015,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
497,594,184624,"켈리바바 일본식 원룸 1인용 앉은뱅이 좌식 의자 등받이 쇼파, Type 41 하단 이미지 참조",62750,4891058425,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
498,595,184624,"리클라이너의자 가정용 접이식의자 심플 사무 회의실 싱글 국다용도 캐주얼 접이식 의자심플 휴대용 기숙사, T03-화이트수납대 초록색 통기성 메쉬원단",32900,5521311244,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,596,184624,"발마사지 소파 레터링네일아트 라인 각대 경제 6형 사우나 목욕놀이장 궤 슈나우져미용 중간 숏 족욕, 디럭스 스테인리스 스틸 라이크 대리석",213000,5022204361,False,20,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,597,184624,"1인용 리클라이너 쇼파 접이식 눕방 발코니 가정용 캐주얼 태양의자실 침대 심플슬립 소파 낮, 05 [각각의자] 은하회+발판",87250,5062677574,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,598,184624,"리클라이너의자 발코니 캐주얼 의자 안락한 소파 침실 여자 작은 눕방 1인용, 01 월암회+밝은노랑(발밟기)",520800,5233725221,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
502,599,184624,"달팽이 1인용 리클라이너 베드 패브릭 1인 쇼파 소파 590881, AH",1030800,5591076283,False,0,,,False,,"9,900",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,600,184624,"등받이 접이식 1인용 좌식 의자 리클라이너 소파베드 패브릭 쇼파, 다크 그레이 (나무 프레임 없음)",86700,4733270484,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
504,601,184624,"코스트코 리클라이너 게이밍 의자 좌식 1인용 쇼파북유럽 흔들 안락 빛 럭셔리 현대 거실, 피부 친화적 인 노란색 플란넬 금 도금 브래킷",353500,5201762995,False,34,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
505,602,184624,"리클라이너의자 접이식 누울수있는의자 브레이크타임 사무실 낮잠의자 가정용 베란다 레저 햇빛건조 편안한 셀럽 편리한, T04-뉴타입 업그레이드 팔걸이 쿠션 연두 프린팅",76600,5522044825,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
506,603,184624,"1인용 리클라이너 쇼파 접이식 벤치 어른 대나무 의자 집 원목 등받이 의자 낮잠 의자 노인, 10 흔들의자+그레이반창고",184000,5062457586,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
507,604,184624,"리클라이너쇼파 1인용쇼파 2인용쇼파 맞춤 제작하다 전동 족욕 소파 투웨이 마사지 귀채, 07 원목 차탁 1",632100,5582062729,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,605,184624,"리클라이너쇼파 1인용쇼파 2인용쇼파 맞춤 제작하다 풋치료 족욕 전동 소파 베드 네일숍, 01 고정형 에메랄드 콜라주",563420,5581239231,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
509,606,184624,"임스 라운지 체어 앉은뱅이 의자 접이식 침대형 낮잠의자 1인용 가정용 캐주얼형 노인의 게, 23 노란색",478500,4619434073,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
510,607,184624,"임스 라운지 체어 1인용 리클라이너 의자 게으름뱅이 소파 다다미 접을 수 있는 베드 모던, 06 로즈",239280,4738329525,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
511,608,184624,"bnb 와이드 무중력의자+락버튼 추가+갤럭시 노트도 가능한 컵홀더 의자 세트, 블랙브라운(락버튼추가 컵홀더추가), 1개",56900,25147456,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
512,609,184624,"[베르디안] 루본 아쿠아텍스 리클라이너 모션베드 카우치 4인용 소파(테이블포함), 색상:그린블루",3990000,5409269319,False,27,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
513,610,184624,"1인용 리클라이너 쇼파 접이식 휴대용 행군용 침대 다목적 벤치 사무실 낮잠 낮잠자리 가정용, 06 표준금[178x67x35CM]+4D망",97250,5062427391,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
514,611,184624,"1인용 리클라이너 3인용쇼파 모유 수유 게으름뱅이 소파 발코니 안락의자 침실 소파의자, 01 피코크블루",744610,4582244280,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
515,612,184624,"1인용 리클라이너 3인용쇼파 모유 수유 게으름뱅이 소파용 컴퓨터 의자 침실 레저용, 04 핑크+페달",451280,4582284228,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
516,613,184624,"캠핑 좌식 의자 쇼파 리클라이너 허리의자 방석, 18인치 빅벨벳 브라운",34000,4817411030,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
517,614,184624,"무중력 의자 디자이너 달걀형 달걀껍질 북유럽 가죽소파의자 달팽이 발코니 슬립온 회전레포츠, 오류 발생시 문의 ( Ari Mall )",539300,2368886321,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
518,615,184624,"더리드 데이나 4인 에어레더 리클라이너 소파+컵받침, 없음",1939210,4744774390,False,9,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
519,616,184624,"안락한 컴퓨터 소파의자 릴렉스 수유 1인용리클라이너 허리디스크 빈백 소파 팔걸이, 15 레귤러 팔걸이 린넨 오렌지",136960,4551708441,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
520,617,184624,"1인용소파 안락의자 리클라이너 패브릭소파 원룸체어 담요 침대 싱글 여름 얇은 사무실 다리 낮잠 산호, 02 부엉이, 01 100x120cm 파우치(작은 덮개담요",615920,5527636290,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
521,618,184624,"소파 흔들 안마 모듈 1인용 커버 북유럽 경사의자 1인 달팽이 의자 거실 캐주얼 가정용, 오류 발생시 문의 ( 셀러마켓1011 )",416400,5552943701,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
522,619,184624,"리클라이너의자 의자 사무실의자 양성 등받이의자/회의용의자 컴퓨터 가정용의자 아동의자/접이식의자 접이식의자, T03-천단 아동의자-도금레그-화이트색",49800,5522651591,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
523,620,184624,"수유 독서 원룸 안락 1인용 리클라이너 슬립온 소파 가정용 침실 방 컴퓨터 의자 레포츠, 01 두께감있는 20CM다리 고귀자 [리필]",409800,5485814570,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
524,621,184624,"리클라이너 의자 1인용 소파베드 1인리클라이너 아이신 접이식 침대 1인용 성인 점심 겸 다기능 휴대용 낮잠의자 사무실, 옵션16",84500,4527612297,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
525,622,184624,"1인용리클라이너 소파 1인의자 자취생 다다미 일식 침실 1인 의자 수유는 다기능 점심식사, 01 오야카키 의자+발걸이 의자",184700,5530281576,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
526,623,184624,"1인용리클라이너소파 게으른 소파 인터넷 카페 기숙사 라운지 의자 게으른 의자 발코니, 콩 페이스트 분말",308200,4672938346,False,31,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
527,624,184624,"1인용 리클라이너 쇼파 접이식 휴대용 행군용 침대 다목적 벤치_237, 15 지존형[190x71x40]+초유연등심면",97250,5070063691,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
528,625,184624,"리클라이너 소파 편안한 눕는 의자 다용도 현대 귀비 1인용 스태빌라이저 사무실 접이식, 08 형광그린",329000,4768094554,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
529,626,184624,홈쇼핑 1인용 의자 쇼파 바르셀로나 리클라이너 벤치형 나태한 소파 다다미 접이침대,112430,4328432580,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
530,627,184624,"가죽 천연면피 수동 족욕소파 전동미용누대의자족소 족욕탕족족목욕귀마사지침대, 01 f012딥커피+220g실리마+머리베개",382000,5295749312,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
531,628,184624,"ZCD 베개 쿠션 35x15x6cm 안락 의자를위한 머리 받침 안락 의자를위한 머리 받침, 블랙 + 그레이",20160,2356030946,False,16,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
532,629,184624,"무중력의자® 림비 접이식의자 리클라이너, 턱슬린(TEXTILENE)",59900,5587316926,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
533,630,184624,"1인용 리클라이너 쇼파 맞춤 제작하다 소파_197, 18 1.5m 천연 라텍스 무저장",364500,5071476111,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
534,631,184624,"1인용리클라이너 소파 1인의자 접이식 미니 1인 베드 자취생 침대 다다미 등받이 의자, 04 겨자색",142400,5525315011,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
535,633,184624,"리클라이너의자 접이식 누울수있는의자 편안한 의자베란다 캐주얼 등받이의자 낮잠의자 릴렉스체어 쇼파, T07-(빅사이즈)보라색+무스탕 보라색 의자",74200,2008225394,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
536,634,184624,"1인용 수동리클라이너 모듈형 스윙쇼파 전문매장 흔들의자 슬립온 랍스터 의자 북유럽 가정용, 02 샛노랗다",711480,4826959170,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
537,635,184624,"임스 라운지 체어 1인용 리클라이너 의자 크리에이티브 캐주얼 소파 유럽식 클래식 귀비 침, 06 베이지 가죽",341040,4738237120,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
538,636,184624,"좌식리클라이너 다리 없는 작은 게으름뱅이 소파 다다미 침대 등받이 의자 1인용 블라인드, 09 번트오렌지",137000,4384893105,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
539,637,184624,"1인용 리클라이너 쇼파 정락 접이식 침대 1인 낮잠자리 낮잠자_120, 23 초폭75cm[매트리스분리★탈착가능]방관",79750,5069646971,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
540,638,184624,"리클라이너의자 2020뉴타입 유럽식 낚시의자 다용도 누울수있음 식테이블대 접이식의자 휴대용 전지형, T10-트",85000,5522194842,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
541,639,184624,"수면 컴퓨터 쇼파 의자 이클라이너 소파베드 수유 1인용 수동 리클라이너, U.그레이+페달 페달가방+허리베개 + 강철발 + .",94000,5596172486,False,42,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
542,640,184624,"회전 안락의자 풋스툴 1인용 패브릭 쇼파 의자 리클라이너 거실 모유수유, 수동-싱글 (650*895*1010mm)[판암회]",645000,5270081387,False,79,,,False,,0,,NULL,NULL,NULL,패브릭,NULL,NULL,NULL
543,641,184624,"1인용 리클라이너 쇼파 흔들의자 성인 접이식 점심시간 소요의자 여름 낮잠자리 발코니 레저노, 03 스틸레저 흔들의자 롱핏",189000,5062450987,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
544,642,184624,"수동리클라이너 일인용쇼파 1인용리클라이너의자 리크라이너 무지리클라이너, 파우더+옆주머니+헤드+허리베개",107300,5124303608,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
545,643,184624,"굿라이프몰 캐쥬얼 족욕을 함 놓아주다 전국판 마사지 네일아트 발을씻다 싱글 놓다 수판 이지, 진홍 A11 가죽 재료 70 *14",25600,5446727453,False,21,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
546,644,184624,"리클라이너 의자 1인용 소파베드 1인리클라이너 아웃도어 접이식 눕방 의자 초경량 눕방 의자 점심 휴식 낮잠 의자 캐주얼 비치 체어, 옵션21",90090,4527611905,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
547,645,184624,"해외 베리슬로우 소파 발코니 침실 거실 편안한 소파 리클라이너 이클라이너 소파 예쁜소파 1인용소파-15601, 옵션03, 단일옵션",127000,4998864793,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
548,646,184624,"1인용 리클라이너 쇼파 여름 접이식 눕방 낮잠자리 발코니 캐주_264, 08 [업그레이드 폭 ★★★] 플래그 5단",89750,5071961889,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
549,647,184624,"1인용리클라이너 싱글 좌식 리클라이너소파 의자 소파 성인용 흔들의자 패션 침실 발코니 낮, 24 푸른 꽃은 팔걸이가 없다",334560,4547926342,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
550,648,184624,"QDY 야외 파티오 접이식 안락 의자 탈착식 5x 패딩 헤드 쿠션 헤드 레스트, 폴리 에스터, 블랙 그레이",22060,5066408361,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
551,649,184624,"리클라이너 의자 1인용 소파베드 1인리클라이너 홈넷 레드 캐주얼 발코니 슬립온 1인용 소파 학생 기숙사 침실 컴퓨터 의자 접기, 옵션01",116610,4527613961,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
552,650,184624,"1인용 리클라이너 쇼파 맥미다호 홀몸의자 레이더의자 오휴의자 _53, 06 [업그레이드]카키의자",79500,5069547308,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
553,651,184624,"1인용 리클라이너 쇼파 1인용 점심침대 다용도 가정용 벤치 폴더 보강 사무실 성인용 낮잠자, 04 보강원관그레이+쿠션면패드",82250,5062425937,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
554,652,184624,"리클라이너의자 등나무의자 접이식 브레이크타임 편리한 사무실 낮잠 침대야외 비치체어 성인 누울수있는의자 등받이 여유로운의자, T22-푸른색 팔걸이 안마 레드라인 무늬",96600,5522066942,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
555,653,184624,"1인용 침실 소파 리클라이너, 1인 + AY",1269800,4623517896,False,62,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
556,654,184624,"1인 리클라이너 아쿠아 클린 텍스 물소가죽 사하라 조약돌 쇼파 소파 의자 라이트닝 디자이, 02 라이트브라운",1823600,5081337645,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
557,655,184624,"강아지 미용체어 애견미용실 의자 A61 소파베개 리프트 조절기 미용침대 장비, 02 5단",26650,5340225870,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,656,184624,"DIPYLON 미용소파 전동 풋치료 소파 네일 샤워 안마의자 족욕 레저 사우나 미용침대 발채귀 누울 수 있다, A타입 80폭 전동 그레이",297800,5585041097,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
559,657,184624,"1인 게이밍리클라이너 4인용 1등 우주유틸리티실 거실 귀비 진피, 18 중위 저장물 중 몇 개, 오류 발생시 문의 ( 페어그린0304 )",3883500,5381355450,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
560,658,184624,"1인용리클라이너 1인용 게으름뱅이 소파 베란다 레져 의자 침실 여자 소파 다다미 소형 망 빨간 의자 등받이 의자, 03 그린 표준 모델",237880,4592560784,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
561,659,184624,"릴렉싱 체어 가성비 1인용 리클라이너 스트레스리스 소파 독서 거실 쇼파 모듈 베드 컴퓨터 게이밍 의자 쇼파, W",115200,5529453042,False,31,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
562,660,184624,"1인 리클라이너 아쿠아 클린 텍스 물소가죽 사하라 조약돌 윈도우시트 가구 쇼파 러블리 캐, 02 베이지 알갱이 면",1203270,5081427879,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
563,661,184624,"1인용 리클라이너 쇼파 점심시간 눕방 컴퓨터 의자 학생 기숙사_232, 14 [럭셔리 체어 겸용] 로즈 + 발걸이",94750,5069574270,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
564,663,184624,"홈쇼핑 1인용 의자 쇼파 바르셀로나 리클라이너 벤치형 게으른 소파 다다미, 23 블루[2칸]배게",66950,4328413711,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
565,664,184624,"소파 가죽 의자 1인용 수유 전동 쇼파 수동 수면 거실 릴렉스 리클라이너, 5",158900,5424256674,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
566,665,184624,"1인용쇼파 홈쇼핑 홍대가구 리클라이너 수유의자 호박 슬립온 소파 망홍 다다미 의자 자녀 사랑스런 침실 1인, 03 핑크색",272000,4786812145,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
567,666,184624,"1인용 리클라이너 쇼파 접이식 의자 야외 발코니 점심 의자 팔_242, 17 블루화이트스트라이프+기본",199000,5071446689,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
568,667,184624,"1인용 리클라이너 쇼파 재청 게으른 소파 다다미 접이식 침실 1인 발코니 캐주얼 점심, 오류 발생시 문의 ( 건솔07 )",180730,5478396426,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
569,668,184624,"1인용쇼파 홈쇼핑 홍대가구 리클라이너 수유의자 슬립온 소파 다다미 1인용 발코니 레드 캐주얼 사무실 컴퓨터, 03 편한 생강빛",237750,4786880615,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
570,669,184624,"스트레스리스리클라이너 북유럽 싱글 소파 의자 현대 미니멀 게으른 소파 달팽이 82, 개인, 【Corduroy】 헤이즈 블루",711500,5360182217,False,41,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
571,670,184624,"임스 라운지 체어 1인용 리클라이너 의자 무지 슬립온 소파 콩주머니 EPP 싱글 침실 소, 19 라지(색상비고)",456240,4738239344,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
572,671,184624,"리클라이너의자 게으름뱅이 소파 1인용 아이디어 하우스형 거실 패브릭 눕방, 26 페달",453600,5233700309,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
573,672,184624,"각도조절 접이식 리클라이너 예신 게으른 사람 소파 컴퓨터 의자 수유 수유의자 일식, 03 TV의자 카키체크(20cm발)+속싸개",264000,5458854122,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
574,673,184624,"리클라이너의자 접이식의자 가정용 식탁의자 휴대용 둥근의자 오던심플 등받이 원형의자 기숙사 전세 사무실 컴퓨터의자, T07-다크나무무늬 등받이",40600,5522005703,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
575,674,184624,"해외 무중력 기능 소파헤드 등 영화관 네일숍 시트리클라이너 이클라이너 소파 예쁜소파 1인용소파-15684, 옵션10, 07.무선전동좌우(스토리지 가능)",747600,4998870432,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
576,675,184624,"1인용 리클라이너 쇼파 벤치 접이식 점심 의자 사무실 비치 의자 성인 레저 의자 여름 어르, 17 귀하의 비즈니스 버전 6",113000,5062446752,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
577,676,184624,"부르봉가구 초극세사 스웨이드 기능성 3 4인용 소파(BV30), 베이지",470000,5410482197,False,56,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
578,677,184624,"리클라이너의자 공장 접이식침대 싱글침대 1.2미터 가정용 쇼파침대 겸용 심플침대 사무실 누울수있는의자 낮잠침대 점심, T22-72CM푸른색 다다미- 1베개",253700,5522352644,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
579,678,184624,"수유 독서 원룸 안락 1인용 리클라이너 슬립온 소파 메쉬 레드 방수 콩주머니 발코니 여자, 08 로즈+풋 페달리기",496800,5482275060,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
580,679,184624,"휴게실 허리편한 낮잠 사무실 확장형 잠자는 수면 안락의자 망홍노곤 소파 000051155, 13 레드+매트",449650,5196985815,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
581,680,184624,"의자 선물 좌식 쇼파 자주 소파 다리없는 낮은 편한 1 2 인 용 자취방, 6",86300,5222499861,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
582,681,184624,"홈쇼핑 홍대가구 슬립온 소파 1인용 의자 소형 조립식 침실 점심 베란다에 누우면 접을 수, 02 부드럽고 쫀쫀한 카카색 소파+발판[]",289500,4342818149,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
583,682,184624,"1인용 리클라이너 쇼파 접이식 흔들의자 집 어른 발코니 대나무 벤치 어르신 벤치캐스팅 의자, 03 롱 와이드 흔들의자+롱 와인 매트",184000,5062405493,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
584,683,184624,"해외 아기 흔들의자 속쓰림 아기 돌봄 의자 요람 침대 아기 재우기리클라이너-14912, 옵션13, 단일옵션",24800,4994050979,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
585,684,184624,"STK 새총 의자 벤치를위한 탄력있는 악대를 가진 연약한 안락한 머리 받침 머리 받침, 다른1",8910,4323958649,False,8,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
586,685,184624,"무중력의자® 메타써클 리클라이너 안락의자, 그레이",32900,5421850952,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
587,686,184624,"리클라이너의자 컴퓨터 사무실 등받이 이동식 휴대용, T02-미포함 팔걸이의자",231600,1979365100,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
588,687,184624,"북유럽식 1인용 접이식 거실안락 소파의자, D.라이트그레이",317700,5142749754,False,40,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
589,688,184624,"해외 북유럽 흔들의자 가정용 눕는 의자 편한 사람 소파 1인 소파 스몰 사이즈 메쉬 리클라이너 이클라이너 소파 예쁜소파 1인용소파-15570, 옵션01, 단일옵션",301300,4998863069,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
590,689,184624,"리클라이너의자 접이식침대 사무실 낮잠, #09 80CM심플한결혼 시대",157400,1305293089,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
591,690,184624,"1인용리클라이너 싱글 좌식 리클라이너소파 의자 소파 접이 1인용 소형 발코니 거실 현대, 09 청색",218460,4550224632,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
592,691,184624,"리클라이너 의자 1인용 소파베드 1인리클라이너 내박침대의자 접이식오수사무실 낮잠자리 게으른사람용침의자 캐쥬얼등받이, 옵션01",76570,4527612719,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
593,692,184624,"1인용 모듈 소파 의자 커버 흔들 1인 북유럽 성인 낮잠 가정용 레저 베란다 침실 거실, 13 테크놀로지 옐로우",395400,5197135631,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
594,693,184624,"리클라이너의자 대학생 기숙사 침실 상단침대, T21-빅사이즈 8체크 코튼린넨 두꺼운-그레이 히트상품",49800,5209603174,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
595,694,184624,"1인용 리클라이너 쇼파 나는 접이식 침대 1인 낮잠자리 성인 사무실 간이 행군용 침대 가정, 05 사다리 가볍고 다크 그레이",154500,5062440855,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
596,695,184624,"좌식 등받이조절식 리클라이너 소파 베란다 침대 의자 햇볕 쬐고 접고 점심 도시락 JC-000215039, 05 고귀하고 자줏빛인",115800,4919322665,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
597,696,184624,"인테의자 접이식 러너 1인용 소파 숙소 침실 가정용 컴퓨터 의자 침실 베란다, 06 [태양의자] 두꺼운 네이비+발걸상",98700,5574895188,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
598,697,184624,"1인용 리클라이너 접이식의자 풋스툴 쇼파베드 6color, 02.길어진손잡이:그레이",152900,1520177020,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
